date,state,district,pincode,demo_age_5_17,demo_age_17_
09-09-2025,gujarat,sabar kantha,383235,2,12
09-09-2025,gujarat,sabar kantha,383240,0,4
09-09-2025,gujarat,sabar kantha,383307,0,6
09-09-2025,gujarat,sabar kantha,383422,10,24
09-09-2025,gujarat,surendranagar,363040,0,8
09-09-2025,gujarat,surendranagar,363330,2,17
09-09-2025,gujarat,surendranagar,363351,1,4
09-09-2025,gujarat,surendranagar,363423,0,5
09-09-2025,gujarat,surendranagar,363425,1,2
09-09-2025,gujarat,surendranagar,363530,1,22
09-09-2025,gujarat,surendranagar,382130,0,1
09-09-2025,gujarat,surendranagar,382775,1,16
09-09-2025,gujarat,dangs,394715,2,9
09-09-2025,haryana,yamunanagar,135021,5,7
09-09-2025,haryana,yamunanagar,135101,1,10
09-09-2025,haryana,yamunanagar,135102,10,15
08-09-2025,west bengal,cooch behar,735211,0,29
08-09-2025,west bengal,cooch behar,735236,0,6
08-09-2025,west bengal,cooch behar,735301,1,57
08-09-2025,west bengal,cooch behar,736101,0,4
08-09-2025,west bengal,cooch behar,736158,0,48
08-09-2025,west bengal,cooch behar,736166,0,10
08-09-2025,west bengal,cooch behar,736168,0,43
08-09-2025,west bengal,cooch behar,736170,0,39
08-09-2025,west bengal,cooch behar,736171,0,25
08-09-2025,west bengal,cooch behar,736173,1,8
08-09-2025,west bengal,north 24 parganas,700121,0,8
08-09-2025,west bengal,north 24 parganas,700127,0,10
08-09-2025,west bengal,north 24 parganas,700155,0,3
08-09-2025,west bengal,north 24 parganas,743135,0,4
08-09-2025,west bengal,north 24 parganas,743429,0,2
08-09-2025,west bengal,north 24 parganas,743446,0,29
08-09-2025,west bengal,north 24 parganas,743502,0,1
08-09-2025,west bengal,north 24 parganas,743611,0,4
08-09-2025,west bengal,south 24 parganas,700105,0,12
08-09-2025,west bengal,south 24 parganas,700144,0,2
08-09-2025,west bengal,south 24 parganas,700150,0,16
08-09-2025,west bengal,south 24 parganas,700151,0,2
08-09-2025,west bengal,south 24 parganas,743312,1,22
08-09-2025,west bengal,south 24 parganas,743354,0,1
08-09-2025,west bengal,south 24 parganas,743357,0,20
08-09-2025,west bengal,south 24 parganas,743377,0,5
08-09-2025,west bengal,south 24 parganas,743383,2,33
08-09-2025,west bengal,south 24 parganas,743606,0,3
08-09-2025,west bengal,south 24 parganas,743610,0,1
08-09-2025,west bengal,south 24 parganas,743611,0,1
09-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502032,1,10
09-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502102,0,5
09-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502103,0,14
09-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502108,0,3
09-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502117,1,1
09-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502251,0,1
09-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502279,0,4
09-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502285,0,1
09-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502300,0,3
09-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502318,0,3
09-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502335,1,3
09-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502336,1,0
09-09-2025,andhra pradesh,sri potti sriramulu nellore,524201,2,35
09-09-2025,andhra pradesh,sri potti sriramulu nellore,524223,1,3
09-09-2025,andhra pradesh,sri potti sriramulu nellore,524224,3,7
09-09-2025,andhra pradesh,sri potti sriramulu nellore,524302,0,5
09-09-2025,andhra pradesh,sri potti sriramulu nellore,524303,0,5
09-09-2025,andhra pradesh,sri potti sriramulu nellore,524309,1,3
09-09-2025,andhra pradesh,sri potti sriramulu nellore,524312,0,2
09-09-2025,andhra pradesh,sri potti sriramulu nellore,524313,1,8
09-09-2025,andhra pradesh,sri potti sriramulu nellore,524322,0,20
09-09-2025,andhra pradesh,sri potti sriramulu nellore,524345,2,9
09-09-2025,andhra pradesh,sri potti sriramulu nellore,524366,0,1
09-09-2025,andhra pradesh,sri potti sriramulu nellore,524406,0,4
09-09-2025,andhra pradesh,sri potti sriramulu nellore,524411,1,5
09-09-2025,andhra pradesh,sri potti sriramulu nellore,524414,0,4
09-09-2025,andhra pradesh,sri potti sriramulu nellore,524415,0,2
09-09-2025,andhra pradesh,y.s.r. kadapa,516163,0,1
09-09-2025,andhra pradesh,y.s.r. kadapa,516172,1,7
09-09-2025,andhra pradesh,y.s.r. kadapa,516217,0,2
09-09-2025,andhra pradesh,y.s.r. kadapa,516247,0,1
09-09-2025,andhra pradesh,y.s.r. kadapa,516289,0,2
09-09-2025,andhra pradesh,y.s.r. kadapa,516350,0,1
09-09-2025,andhra pradesh,y.s.r. kadapa,516433,0,1
09-09-2025,andhra pradesh,y.s.r. kadapa,516484,0,1
09-09-2025,madhya pradesh,khandwa (east nimar),450337,3,4
09-09-2025,madhya pradesh,khandwa (east nimar),450881,3,10
09-09-2025,madhya pradesh,khandwa (east nimar),451115,0,5
09-09-2025,madhya pradesh,khargone (west nimar),450661,0,2
09-09-2025,madhya pradesh,khargone (west nimar),451449,0,2
09-09-2025,maharashtra,mumbai,400005,2,4
09-09-2025,maharashtra,mumbai,400014,0,2
09-09-2025,maharashtra,mumbai,400021,0,2
09-09-2025,maharashtra,mumbai,400036,0,1
09-09-2025,maharashtra,mumbai,400064,0,3
09-09-2025,maharashtra,raigad,400702,1,18
09-09-2025,maharashtra,raigad,400707,2,3
09-09-2025,maharashtra,raigad,402120,0,5
09-09-2025,maharashtra,raigad,402122,1,5
09-09-2025,maharashtra,raigad,402301,0,15
09-09-2025,maharashtra,raigad,402302,1,5
09-09-2025,maharashtra,raigad,402304,0,13
09-09-2025,maharashtra,raigad,402306,0,5
09-09-2025,maharashtra,raigad,402309,0,9
09-09-2025,maharashtra,raigad,402402,0,2
09-09-2025,maharashtra,raigad,410102,0,1
09-09-2025,maharashtra,raigad,410202,0,5
09-09-2025,maharashtra,raigad,410204,0,1
09-09-2025,manipur,bishnupur,795133,25,91
09-09-2025,manipur,churachandpur,795117,0,2
09-09-2025,manipur,churachandpur,795139,2,14
09-09-2025,manipur,senapati,795113,0,1
09-09-2025,manipur,senapati,795118,2,8
09-09-2025,manipur,tamenglong,795125,0,8
09-09-2025,manipur,thoubal,795101,2,2
09-09-2025,manipur,thoubal,795132,2,12
09-09-2025,meghalaya,ri bhoi,793101,0,12
09-09-2025,meghalaya,ri bhoi,793104,0,2
09-09-2025,meghalaya,ri bhoi,793122,1,3
09-09-2025,nagaland,dimapur,797106,0,2
09-09-2025,nagaland,dimapur,797112,5,46
09-09-2025,nagaland,dimapur,797113,0,5
09-09-2025,nagaland,mokokchung,798618,0,4
09-09-2025,nagaland,mon,798602,2,4
09-09-2025,nagaland,noklak,798626,1,4
09-09-2025,nagaland,phek,797102,0,1
09-09-2025,nagaland,phek,797107,0,7
09-09-2025,nagaland,tuensang,798616,0,4
09-09-2025,nagaland,zunheboto,798619,0,2
08-09-2025,telangana,kumuram bheem asifabad,504273,3,10
08-09-2025,telangana,kumuram bheem asifabad,504299,10,89
08-09-2025,telangana,medchal malkajgiri,500010,3,31
08-09-2025,telangana,medchal malkajgiri,500014,0,5
08-09-2025,telangana,medchal malkajgiri,500016,0,1
08-09-2025,telangana,medchal malkajgiri,500067,2,8
08-09-2025,telangana,medchal malkajgiri,500083,5,17
08-09-2025,telangana,medchal malkajgiri,500043,0,1
09-09-2025,uttar pradesh,sant kabir nagar,221303,16,71
09-09-2025,uttar pradesh,sant kabir nagar,221308,14,41
09-09-2025,uttar pradesh,sant kabir nagar,221309,9,27
09-09-2025,uttar pradesh,sant kabir nagar,221310,16,29
09-09-2025,uttar pradesh,sant kabir nagar,221407,2,2
09-09-2025,west bengal,cooch behar,735122,0,30
09-09-2025,west bengal,cooch behar,735211,0,26
09-09-2025,west bengal,cooch behar,735224,0,4
09-09-2025,west bengal,cooch behar,736132,0,53
09-09-2025,west bengal,cooch behar,736135,0,90
09-09-2025,west bengal,cooch behar,736168,1,42
09-09-2025,west bengal,cooch behar,736169,0,15
09-09-2025,west bengal,cooch behar,736174,0,5
09-09-2025,west bengal,north 24 parganas,700110,0,8
09-09-2025,west bengal,north 24 parganas,700119,0,8
09-09-2025,west bengal,north 24 parganas,700125,0,14
09-09-2025,west bengal,north 24 parganas,700126,0,7
09-09-2025,west bengal,north 24 parganas,700135,1,21
09-09-2025,west bengal,north 24 parganas,700156,0,1
09-09-2025,west bengal,north 24 parganas,743166,0,7
09-09-2025,west bengal,north 24 parganas,743235,0,6
09-09-2025,west bengal,north 24 parganas,743263,0,1
09-09-2025,west bengal,north 24 parganas,743412,0,1
09-09-2025,west bengal,north 24 parganas,743425,0,10
09-09-2025,west bengal,north 24 parganas,743429,0,1
09-09-2025,west bengal,north 24 parganas,743442,0,30
09-09-2025,west bengal,south 24 parganas,700099,0,6
09-09-2025,west bengal,south 24 parganas,700104,1,11
09-09-2025,west bengal,south 24 parganas,700138,0,3
09-09-2025,west bengal,south 24 parganas,700140,0,8
09-09-2025,west bengal,south 24 parganas,700154,0,1
09-09-2025,west bengal,south 24 parganas,743331,0,1
09-09-2025,west bengal,south 24 parganas,743356,0,1
09-09-2025,west bengal,south 24 parganas,743357,0,33
09-09-2025,west bengal,south 24 parganas,743374,0,35
09-09-2025,west bengal,south 24 parganas,743392,0,1
09-09-2025,west bengal,south 24 parganas,743613,0,2
09-09-2025,punjab,sri muktsar sahib,152113,0,1
09-09-2025,punjab,s.a.s nagar,140307,0,6
09-09-2025,punjab,s.a.s nagar,140110,1,10
09-09-2025,punjab,s.a.s nagar,140308,1,15
09-09-2025,punjab,s.a.s nagar,140603,9,42
09-09-2025,punjab,s.a.s nagar,140604,1,9
09-09-2025,punjab,s.a.s nagar,147506,0,1
09-09-2025,punjab,s.a.s nagar,160059,0,7
09-09-2025,punjab,s.a.s nagar,160071,0,11
08-09-2025,telangana,warangal,505498,0,1
08-09-2025,telangana,warangal,506132,1,6
08-09-2025,telangana,warangal,506310,2,26
08-09-2025,telangana,warangal,506316,1,3
08-09-2025,telangana,warangal,505101,0,1
08-09-2025,telangana,warangal,506006,0,8
08-09-2025,telangana,yadadri bhuvanagiri,508105,1,85
08-09-2025,telangana,yadadri bhuvanagiri,508113,2,35
08-09-2025,telangana,yadadri bhuvanagiri,508116,6,61
08-09-2025,tripura,dhalai,799204,0,3
08-09-2025,tripura,dhalai,799264,1,7
08-09-2025,tripura,dhalai,799284,3,59
08-09-2025,tripura,gomati,799125,0,2
08-09-2025,tripura,khowai,799205,0,16
08-09-2025,tripura,north tripura,799263,1,7
08-09-2025,tripura,north tripura,799271,0,12
08-09-2025,tripura,sepahijala,799105,0,10
08-09-2025,tripura,south tripura,799101,3,39
08-09-2025,tripura,south tripura,799108,0,6
08-09-2025,tripura,unakoti,799263,0,5
08-09-2025,tripura,unakoti,799277,0,4
08-09-2025,tripura,west tripura,799003,1,21
08-09-2025,tripura,west tripura,799004,1,34
08-09-2025,tripura,west tripura,799006,1,11
08-09-2025,tripura,west tripura,799014,0,4
08-09-2025,tripura,west tripura,799055,0,1
08-09-2025,tripura,west tripura,799106,0,2
08-09-2025,tripura,west tripura,799181,1,12
08-09-2025,tripura,west tripura,799202,0,3
08-09-2025,tripura,west tripura,799212,0,19
08-09-2025,uttar pradesh,bara banki,225003,0,12
08-09-2025,uttar pradesh,bara banki,225301,0,20
08-09-2025,uttar pradesh,bara banki,225305,0,7
08-09-2025,uttar pradesh,sant kabir nagar,221301,8,55
08-09-2025,uttar pradesh,sant kabir nagar,221310,6,42
08-09-2025,uttar pradesh,sant kabir nagar,221409,3,10
09-09-2025,jharkhand,saraikela kharsawan,831012,2,19
09-09-2025,jharkhand,saraikela kharsawan,832404,2,26
09-09-2025,jharkhand,saraikela kharsawan,831012,0,2
09-09-2025,jharkhand,saraikela kharsawan,831013,0,9
09-09-2025,telangana,kumuram bheem asifabad,504293,6,41
09-09-2025,telangana,kumuram bheem asifabad,504311,0,3
09-09-2025,telangana,medchal malkajgiri,500010,4,48
09-09-2025,telangana,medchal malkajgiri,500043,2,15
09-09-2025,telangana,medchal malkajgiri,500055,10,88
09-09-2025,telangana,medchal malkajgiri,500056,4,17
09-09-2025,telangana,medchal malkajgiri,500100,0,4
09-09-2025,telangana,medchal malkajgiri,500101,1,5
09-09-2025,telangana,medchal malkajgiri,500085,0,1
09-09-2025,telangana,medchal malkajgiri,500090,1,1
09-09-2025,telangana,warangal,506132,2,7
09-09-2025,telangana,warangal,506314,2,56
09-09-2025,telangana,warangal,506319,0,3
09-09-2025,telangana,warangal,506330,0,28
09-09-2025,telangana,warangal,506349,0,20
09-09-2025,telangana,warangal,505101,1,0
09-09-2025,telangana,warangal,506001,2,7
09-09-2025,telangana,yadadri bhuvanagiri,508101,3,50
09-09-2025,telangana,yadadri bhuvanagiri,508116,1,48
09-09-2025,telangana,yadadri bhuvanagiri,508253,2,9
09-09-2025,telangana,yadadri bhuvanagiri,508277,1,52
09-09-2025,telangana,yadadri bhuvanagiri,508284,2,44
09-09-2025,telangana,yadadri bhuvanagiri,508286,0,25
09-09-2025,tripura,dhalai,799264,2,5
09-09-2025,tripura,gomati,799114,5,20
09-09-2025,tripura,khowai,799205,3,18
09-09-2025,tripura,north tripura,799251,1,6
09-09-2025,tripura,north tripura,799256,2,15
09-09-2025,tripura,north tripura,799261,1,12
09-09-2025,tripura,north tripura,799262,0,6
09-09-2025,tripura,north tripura,799263,0,13
09-09-2025,tripura,north tripura,799279,0,1
09-09-2025,tripura,north tripura,799280,0,14
09-09-2025,tripura,south tripura,799105,1,22
09-09-2025,tripura,south tripura,799125,1,29
09-09-2025,tripura,unakoti,799277,2,3
09-09-2025,tripura,unakoti,799290,0,2
09-09-2025,tripura,west tripura,799001,3,22
09-09-2025,tripura,west tripura,799004,5,44
09-09-2025,tripura,west tripura,799005,0,5
09-09-2025,tripura,west tripura,799014,0,3
09-09-2025,tripura,west tripura,799115,2,18
09-09-2025,uttar pradesh,bara banki,225206,0,2
10-09-2025,madhya pradesh,khandwa (east nimar),450551,2,10
10-09-2025,madhya pradesh,khandwa (east nimar),450554,0,8
10-09-2025,madhya pradesh,khandwa (east nimar),450771,0,5
10-09-2025,madhya pradesh,khargone (west nimar),450661,1,1
10-09-2025,madhya pradesh,khargone (west nimar),451221,2,9
10-09-2025,madhya pradesh,khargone (west nimar),451441,4,59
10-09-2025,maharashtra,mumbai,400001,2,3
10-09-2025,maharashtra,mumbai,400006,0,1
10-09-2025,maharashtra,mumbai,400012,0,14
10-09-2025,maharashtra,mumbai,400013,1,11
10-09-2025,maharashtra,mumbai,400014,0,3
10-09-2025,maharashtra,mumbai,400019,1,13
10-09-2025,maharashtra,mumbai,400022,0,9
10-09-2025,maharashtra,mumbai,400031,0,9
11-09-2025,andhra pradesh,y.s.r. kadapa,516175,0,1
11-09-2025,andhra pradesh,y.s.r. kadapa,516213,0,2
11-09-2025,andhra pradesh,y.s.r. kadapa,516227,0,4
11-09-2025,andhra pradesh,y.s.r. kadapa,516289,0,2
11-09-2025,andhra pradesh,y.s.r. kadapa,516339,1,2
11-09-2025,andhra pradesh,y.s.r. kadapa,516349,0,2
11-09-2025,andhra pradesh,y.s.r. kadapa,516390,1,9
11-09-2025,andhra pradesh,y.s.r. kadapa,516411,0,1
11-09-2025,andhra pradesh,y.s.r. kadapa,516501,0,2
11-09-2025,assam,tamulpur,781354,0,1
11-09-2025,chhattisgarh,dakshin bastar dantewada,494115,0,1
11-09-2025,chhattisgarh,dakshin bastar dantewada,494449,2,5
11-09-2025,chhattisgarh,uttar bastar kanker,494635,4,6
11-09-2025,chhattisgarh,uttar bastar kanker,494661,0,1
11-09-2025,chhattisgarh,uttar bastar kanker,494665,1,15
11-09-2025,chhattisgarh,uttar bastar kanker,494670,3,16
11-09-2025,chhattisgarh,uttar bastar kanker,494776,0,8
11-09-2025,delhi,central,110001,0,1
11-09-2025,delhi,central,110005,7,39
11-09-2025,delhi,central,110008,12,59
11-09-2025,delhi,central,110060,0,2
11-09-2025,delhi,north,110006,8,63
11-09-2025,delhi,south,110016,0,11
11-09-2025,delhi,south,110019,10,62
11-09-2025,delhi,south,110025,6,69
11-09-2025,delhi,south,110049,1,13
11-09-2025,delhi,south,110080,1,11
11-09-2025,delhi,west,110018,9,119
11-09-2025,delhi,west,110027,5,49
11-09-2025,delhi,west,110064,0,1
11-09-2025,gujarat,panch mahals,389110,2,10
11-09-2025,gujarat,panch mahals,389120,3,27
11-09-2025,gujarat,panch mahals,389230,0,25
11-09-2025,gujarat,panch mahals,389235,0,4
11-09-2025,gujarat,panch mahals,389250,0,2
11-09-2025,gujarat,panch mahals,389260,1,18
11-09-2025,gujarat,panch mahals,389310,0,5
11-09-2025,gujarat,panch mahals,389380,2,8
11-09-2025,gujarat,sabar kantha,383210,2,5
11-09-2025,gujarat,sabar kantha,383220,0,18
11-09-2025,gujarat,sabar kantha,383230,1,6
11-09-2025,gujarat,sabar kantha,383275,0,2
11-09-2025,gujarat,sabar kantha,383320,0,1
11-09-2025,gujarat,sabar kantha,383355,0,7
11-09-2025,gujarat,sabar kantha,383434,1,10
11-09-2025,gujarat,sabar kantha,383440,0,4
11-09-2025,gujarat,surendranagar,363020,0,8
11-09-2025,gujarat,surendranagar,363415,0,5
11-09-2025,gujarat,surendranagar,363430,1,9
11-09-2025,gujarat,surendranagar,382130,0,1
11-09-2025,gujarat,surendranagar,382745,1,12
11-09-2025,gujarat,surendranagar,382780,0,13
11-09-2025,gujarat,dangs,394720,0,4
10-09-2025,chhattisgarh,balrampur-ramanujganj,497001,3,27
10-09-2025,chhattisgarh,balrampur-ramanujganj,497225,12,164
10-09-2025,chhattisgarh,dakshin bastar dantewada,494552,1,0
10-09-2025,chhattisgarh,uttar bastar kanker,494670,0,17
10-09-2025,chhattisgarh,uttar bastar kanker,494776,2,22
10-09-2025,delhi,central,110055,4,33
10-09-2025,delhi,central,110060,0,3
10-09-2025,delhi,east,110091,13,80
10-09-2025,delhi,north,110006,12,66
10-09-2025,delhi,north,110054,4,17
10-09-2025,delhi,south,110062,18,148
10-09-2025,delhi,south,110076,4,33
10-09-2025,delhi,west,110043,1,10
10-09-2025,delhi,west,110063,3,24
10-09-2025,gujarat,panch mahals,388710,0,10
10-09-2025,gujarat,panch mahals,389110,1,8
10-09-2025,gujarat,panch mahals,389115,1,29
10-09-2025,gujarat,panch mahals,389240,0,5
10-09-2025,gujarat,panch mahals,389260,0,17
10-09-2025,gujarat,panch mahals,389350,2,31
10-09-2025,gujarat,panch mahals,389365,2,28
10-09-2025,gujarat,panch mahals,389390,1,7
10-09-2025,gujarat,sabar kantha,383235,1,24
10-09-2025,gujarat,sabar kantha,383275,0,8
10-09-2025,gujarat,sabar kantha,383305,4,30
10-09-2025,gujarat,sabar kantha,383335,0,10
10-09-2025,gujarat,sabar kantha,383450,0,7
10-09-2025,gujarat,sabar kantha,383462,3,6
10-09-2025,gujarat,surendranagar,363110,0,9
10-09-2025,gujarat,surendranagar,363320,0,7
10-09-2025,gujarat,surendranagar,363351,0,4
10-09-2025,gujarat,surendranagar,363423,0,3
10-09-2025,gujarat,surendranagar,363430,0,9
10-09-2025,gujarat,surendranagar,363510,0,18
10-09-2025,gujarat,surendranagar,363520,3,40
10-09-2025,gujarat,surendranagar,363530,1,28
10-09-2025,gujarat,surendranagar,382760,1,8
10-09-2025,gujarat,dangs,394710,1,25
10-09-2025,gujarat,dangs,394720,1,4
10-09-2025,haryana,yamunanagar,133105,0,2
10-09-2025,haryana,yamunanagar,135002,0,4
10-09-2025,haryana,yamunanagar,135101,5,20
10-09-2025,haryana,yamunanagar,135133,6,13
10-09-2025,jharkhand,saraikela kharsawan,832401,1,33
10-09-2025,jharkhand,saraikela kharsawan,832403,1,13
10-09-2025,jharkhand,saraikela kharsawan,833101,1,9
10-09-2025,jharkhand,saraikela kharsawan,833216,1,53
10-09-2025,jharkhand,saraikela kharsawan,831013,0,5
10-09-2025,sikkim,mangan,737116,0,2
10-09-2025,sikkim,namchi,737139,0,1
10-09-2025,telangana,medchal malkajgiri,500010,7,41
10-09-2025,telangana,medchal malkajgiri,500014,2,14
10-09-2025,telangana,medchal malkajgiri,500051,0,3
10-09-2025,telangana,medchal malkajgiri,500056,4,20
10-09-2025,telangana,medchal malkajgiri,500062,11,38
10-09-2025,telangana,medchal malkajgiri,500087,6,45
10-09-2025,telangana,medchal malkajgiri,500098,1,19
10-09-2025,telangana,medchal malkajgiri,501401,1,13
10-09-2025,telangana,medchal malkajgiri,500087,0,1
10-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502032,0,9
10-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502102,0,1
10-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502103,0,5
10-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502107,1,1
10-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502108,0,1
10-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502251,0,1
10-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502277,0,2
10-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502301,0,2
10-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502316,2,3
10-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502325,1,8
10-09-2025,andhra pradesh,sri potti sriramulu nellore,524001,1,15
10-09-2025,andhra pradesh,sri potti sriramulu nellore,524002,1,33
10-09-2025,andhra pradesh,sri potti sriramulu nellore,524003,1,11
10-09-2025,andhra pradesh,sri potti sriramulu nellore,524131,1,4
10-09-2025,andhra pradesh,sri potti sriramulu nellore,524201,5,29
10-09-2025,andhra pradesh,sri potti sriramulu nellore,524203,0,3
10-09-2025,andhra pradesh,sri potti sriramulu nellore,524221,1,3
10-09-2025,andhra pradesh,sri potti sriramulu nellore,524226,0,8
10-09-2025,andhra pradesh,sri potti sriramulu nellore,524228,1,8
10-09-2025,andhra pradesh,sri potti sriramulu nellore,524312,0,5
10-09-2025,andhra pradesh,sri potti sriramulu nellore,524317,0,6
10-09-2025,andhra pradesh,sri potti sriramulu nellore,524323,1,3
10-09-2025,andhra pradesh,sri potti sriramulu nellore,524344,1,3
10-09-2025,andhra pradesh,sri potti sriramulu nellore,524405,0,8
10-09-2025,andhra pradesh,sri potti sriramulu nellore,524410,0,3
10-09-2025,andhra pradesh,sri potti sriramulu nellore,524414,0,2
10-09-2025,andhra pradesh,y.s.r. kadapa,516162,1,4
10-09-2025,andhra pradesh,y.s.r. kadapa,516217,0,3
10-09-2025,andhra pradesh,y.s.r. kadapa,516237,0,1
10-09-2025,andhra pradesh,y.s.r. kadapa,516247,0,4
