date,state,district,pincode,age_0_5,age_5_17,age_18_greater,district_new
11-09-2025,andhra pradesh,khammam,507114,1,0,0,
11-09-2025,andhra pradesh,khammam,507123,1,0,0,
11-09-2025,andhra pradesh,khammam,507136,1,0,0,
11-09-2025,andhra pradesh,khammam,507169,1,0,0,
11-09-2025,andhra pradesh,khammam,507208,1,0,0,
11-09-2025,andhra pradesh,khammam,507302,1,1,0,
11-09-2025,andhra pradesh,khammam,507304,1,0,0,
11-09-2025,andhra pradesh,mahabub nagar,509130,1,0,0,
11-09-2025,andhra pradesh,mahabub nagar,509135,0,1,0,
11-09-2025,andhra pradesh,mahabub nagar,509153,1,0,0,
11-09-2025,andhra pradesh,mahabub nagar,509208,3,0,0,
11-09-2025,andhra pradesh,mahabub nagar,509334,2,0,0,
11-09-2025,andhra pradesh,mahabub nagar,509336,0,1,0,
11-09-2025,andhra pradesh,mahabub nagar,509338,1,1,0,
11-09-2025,andhra pradesh,mahabub nagar,509411,1,0,0,
11-09-2025,andhra pradesh,mahabubnagar,509321,1,0,0,
11-09-2025,andhra pradesh,mahbubnagar,509204,2,0,0,
11-09-2025,andhra pradesh,mahbubnagar,509206,1,0,0,
11-09-2025,andhra pradesh,mahbubnagar,509217,0,1,0,
11-09-2025,andhra pradesh,mahbubnagar,509334,1,0,0,
11-09-2025,andhra pradesh,mahbubnagar,509338,1,0,0,
11-09-2025,andhra pradesh,n. t. r,521190,1,0,0,
11-09-2025,andhra pradesh,n. t. r,521215,2,0,0,
11-09-2025,andhra pradesh,nalgonda,508126,0,1,0,
11-09-2025,andhra pradesh,nalgonda,508201,0,1,0,
11-09-2025,andhra pradesh,nizamabad,503003,1,0,0,
11-09-2025,andhra pradesh,rangareddi,500035,1,0,0,
11-09-2025,andhra pradesh,rangareddi,500043,1,0,0,
11-09-2025,andhra pradesh,rangareddi,500051,1,0,0,
11-09-2025,andhra pradesh,rangareddi,500068,1,0,0,
11-09-2025,andhra pradesh,rangareddi,500074,1,1,0,
11-09-2025,andhra pradesh,warangal,506164,1,0,0,
11-09-2025,andhra pradesh,warangal,506313,0,1,0,
11-09-2025,assam,karimganj,788712,7,0,0,
11-09-2025,assam,karimganj,788719,1,0,0,
11-09-2025,assam,karimganj,788720,3,0,0,
11-09-2025,bihar,east champaran,845304,4,6,0,
11-09-2025,bihar,east champaran,845411,5,20,0,
11-09-2025,bihar,east champaran,845413,6,9,0,
11-09-2025,bihar,east champaran,845422,1,1,0,
11-09-2025,bihar,east champaran,845427,1,3,0,
11-09-2025,bihar,east champaran,845431,0,2,0,
11-09-2025,bihar,west champaran,845101,3,5,0,
11-09-2025,bihar,west champaran,845107,0,2,0,
11-09-2025,bihar,west champaran,845449,13,11,1,
11-09-2025,bihar,west champaran,845453,6,14,0,
11-09-2025,chhattisgarh,baloda bazar,493228,3,2,0,
11-09-2025,chhattisgarh,baloda bazar,493229,6,0,0,
11-09-2025,chhattisgarh,baloda bazar,493332,4,1,0,
11-09-2025,chhattisgarh,baloda bazar,493559,2,1,0,
11-09-2025,chhattisgarh,kawardha,491559,15,1,0,
11-09-2025,chhattisgarh,kawardha,491995,7,3,0,
11-09-2025,chhattisgarh,koriya,497339,1,2,0,
11-09-2025,chhattisgarh,koriya,497442,5,1,0,
11-09-2025,chhattisgarh,koriya,497446,1,0,0,
11-09-2025,chhattisgarh,koriya,497557,0,1,0,
11-09-2025,chhattisgarh,koriya,497773,1,0,0,
11-09-2025,chhattisgarh,koriya,497778,1,1,0,
11-09-2025,delhi,north east delhi,110093,9,5,0,
11-09-2025,delhi,north west delhi,110042,14,11,1,
11-09-2025,delhi,north west delhi,110052,8,2,0,
11-09-2025,delhi,north west delhi,110085,18,4,0,
11-09-2025,delhi,north west delhi,110088,4,4,0,
11-09-2025,delhi,south west delhi,110038,2,1,0,
11-09-2025,delhi,south west delhi,110045,11,5,3,
11-09-2025,delhi,south west delhi,110057,3,0,0,
11-09-2025,delhi,south west delhi,110071,4,2,0,
11-09-2025,west bengal,north dinajpur,733134,1,0,0,
11-09-2025,west bengal,west midnapore,721102,6,1,0,
11-09-2025,west bengal,west midnapore,721149,1,2,0,
11-09-2025,west bengal,west midnapore,721424,5,1,0,
11-09-2025,telangana,k.v. rangareddy,500037,2,1,0,
11-09-2025,telangana,k.v. rangareddy,500081,0,0,1,
11-09-2025,telangana,k.v. rangareddy,501106,0,1,0,
11-09-2025,telangana,k.v. rangareddy,509207,2,0,0,
11-09-2025,telangana,k.v. rangareddy,509321,2,1,0,
11-09-2025,telangana,k.v. rangareddy,509325,7,2,0,
11-09-2025,telangana,k.v. rangareddy,509327,3,0,0,
11-09-2025,uttar pradesh,allahabad,211003,4,15,0,
11-09-2025,uttar pradesh,allahabad,211010,1,0,0,
11-09-2025,uttar pradesh,allahabad,212107,6,4,0,
11-09-2025,uttar pradesh,allahabad,212301,5,3,0,
11-09-2025,uttar pradesh,allahabad,212305,2,1,0,
11-09-2025,uttar pradesh,allahabad,212507,3,6,0,
11-09-2025,uttar pradesh,allahabad,229412,1,2,0,
11-09-2025,uttarakhand,garhwal,246174,1,0,0,
11-09-2025,west bengal,barddhaman,713126,1,0,0,
11-09-2025,west bengal,barddhaman,713129,2,0,0,
11-09-2025,west bengal,barddhaman,713152,12,1,0,
11-09-2025,west bengal,barddhaman,713169,2,0,0,
11-09-2025,west bengal,barddhaman,713212,2,1,0,
11-09-2025,west bengal,barddhaman,713216,0,1,0,
11-09-2025,west bengal,barddhaman,713315,2,0,0,
11-09-2025,west bengal,barddhaman,713332,1,0,0,
11-09-2025,west bengal,barddhaman,713335,1,4,0,
11-09-2025,west bengal,barddhaman,713343,1,0,0,
11-09-2025,west bengal,barddhaman,713384,2,0,0,
11-09-2025,west bengal,barddhaman,713407,8,0,0,
11-09-2025,west bengal,barddhaman,713424,3,0,0,
11-09-2025,west bengal,barddhaman,713432,1,0,0,
11-09-2025,west bengal,barddhaman,713515,2,0,0,
11-09-2025,west bengal,barddhaman,713519,8,2,0,
11-09-2025,west bengal,bardhaman,713103,1,1,0,
11-09-2025,west bengal,bardhaman,713146,1,1,0,
11-09-2025,west bengal,bardhaman,713302,2,0,0,
11-09-2025,west bengal,bardhaman,713325,1,1,0,
11-09-2025,west bengal,east midnapore,721169,0,1,0,
11-09-2025,west bengal,east midnapore,721427,2,0,0,
11-09-2025,west bengal,east midnapore,721429,2,1,0,
11-09-2025,west bengal,east midnapore,721446,1,1,0,
11-09-2025,west bengal,east midnapore,721448,2,0,0,
11-09-2025,west bengal,east midnapore,721456,1,0,0,
11-09-2025,west bengal,east midnapore,721458,1,0,0,
11-09-2025,west bengal,east midnapore,721650,1,0,0,
11-09-2025,west bengal,east midnapore,721657,1,0,0,
11-09-2025,west bengal,haora,711110,1,0,0,
11-09-2025,west bengal,haora,711316,3,2,0,
11-09-2025,west bengal,medinipur,721605,0,1,0,
11-09-2025,gujarat,dohad,389130,1,0,0,
11-09-2025,gujarat,dohad,389151,1,6,0,
11-09-2025,gujarat,dohad,389180,1,0,0,
11-09-2025,haryana,gurgaon,122001,12,6,1,
11-09-2025,haryana,gurgaon,122052,1,0,0,
11-09-2025,haryana,gurgaon,122414,2,0,0,
11-09-2025,haryana,gurgaon,122506,2,0,0,
11-09-2025,haryana,mewat,122108,6,1,0,
11-09-2025,jammu and kashmir,kargil,194109,1,0,0,
11-09-2025,jammu and kashmir,punch,185102,3,1,0,
11-09-2025,jharkhand,purbi singhbhum,831016,2,1,0,
11-09-2025,karnataka,bangalore,560023,2,1,0,
11-09-2025,karnataka,bangalore,560024,1,0,0,
11-09-2025,karnataka,bangalore,560029,2,0,0,
11-09-2025,karnataka,bangalore,560051,2,0,0,
11-09-2025,karnataka,bangalore,560076,1,0,0,
11-09-2025,karnataka,bangalore,560077,1,0,0,
11-09-2025,karnataka,bangalore,562106,2,0,0,
11-09-2025,karnataka,bangalore,562123,1,1,0,
11-09-2025,karnataka,belgaum,590001,4,0,0,
11-09-2025,karnataka,belgaum,590003,1,0,0,
11-09-2025,karnataka,belgaum,591101,1,0,0,
11-09-2025,karnataka,belgaum,591102,3,0,0,
11-09-2025,karnataka,belgaum,591108,1,0,0,
11-09-2025,karnataka,belgaum,591122,3,0,0,
11-09-2025,karnataka,belgaum,591215,0,1,0,
11-09-2025,karnataka,belgaum,591217,1,0,0,
11-09-2025,karnataka,belgaum,591221,2,0,0,
11-09-2025,karnataka,belgaum,591233,3,0,0,
11-09-2025,karnataka,belgaum,591234,1,0,0,
11-09-2025,karnataka,belgaum,591263,1,0,0,
11-09-2025,karnataka,belgaum,591303,1,0,0,
11-09-2025,karnataka,belgaum,591307,2,0,0,
11-09-2025,karnataka,belgaum,591308,1,0,0,
11-09-2025,karnataka,belgaum,591310,3,0,0,
11-09-2025,karnataka,bellary,583112,1,1,0,
11-09-2025,karnataka,bellary,583120,5,0,0,
11-09-2025,karnataka,bellary,583135,1,0,0,
11-09-2025,karnataka,bengaluru,560008,1,0,0,
11-09-2025,karnataka,bengaluru,560011,1,0,0,
11-09-2025,karnataka,bengaluru,560020,0,1,0,
11-09-2025,karnataka,bengaluru,560021,2,0,0,
11-09-2025,karnataka,bengaluru,560023,0,1,1,
11-09-2025,karnataka,bengaluru,560032,7,0,1,
11-09-2025,karnataka,bengaluru,560039,2,0,0,
11-09-2025,karnataka,bengaluru,560061,2,0,0,
11-09-2025,karnataka,bengaluru,560079,0,1,0,
11-09-2025,karnataka,bengaluru,562123,1,0,0,
11-09-2025,karnataka,bijapur,586116,2,0,0,
11-09-2025,karnataka,bijapur,586117,1,2,0,
11-09-2025,karnataka,bijapur,586201,4,0,0,
11-09-2025,karnataka,bijapur,586202,2,0,0,
11-09-2025,karnataka,bijapur,586203,3,0,0,
11-09-2025,karnataka,bijapur,586204,1,1,0,
11-09-2025,karnataka,bijapur,586210,2,0,0,
11-09-2025,karnataka,bijapur,586215,2,0,0,
11-09-2025,karnataka,bijapur,586217,2,0,0,
11-09-2025,karnataka,bijapur,586245,1,0,0,
11-09-2025,karnataka,gulbarga,585104,3,1,0,
11-09-2025,karnataka,gulbarga,585211,0,1,0,
11-09-2025,karnataka,gulbarga,585303,1,0,0,
11-09-2025,karnataka,mysore,570007,1,0,0,
11-09-2025,karnataka,mysore,570026,1,0,0,
11-09-2025,karnataka,mysore,571120,1,0,0,
11-09-2025,karnataka,mysore,571604,1,0,0,
11-09-2025,karnataka,ramanagar,562120,3,22,0,
11-09-2025,karnataka,ramanagar,562126,5,0,0,
11-09-2025,karnataka,ramanagar,562138,3,0,0,
11-09-2025,karnataka,ramanagar,562160,8,1,0,
11-09-2025,madhya pradesh,east nimar,450114,1,1,0,
11-09-2025,madhya pradesh,east nimar,450551,0,1,0,
11-09-2025,madhya pradesh,east nimar,450661,5,6,1,
11-09-2025,madhya pradesh,hoshangabad,461881,1,0,0,
11-09-2025,madhya pradesh,west nimar,451001,4,0,0,
11-09-2025,madhya pradesh,west nimar,451442,1,1,0,
11-09-2025,maharashtra,ahmadnagar,413205,0,4,0,
11-09-2025,maharashtra,ahmadnagar,413707,2,1,0,
11-09-2025,maharashtra,ahmadnagar,413736,1,2,0,
11-09-2025,maharashtra,ahmadnagar,414005,1,0,0,
11-09-2025,maharashtra,ahmadnagar,414301,1,0,0,
11-09-2025,maharashtra,ahmadnagar,414403,3,3,0,
11-09-2025,maharashtra,ahmadnagar,414701,1,0,0,
11-09-2025,maharashtra,ahmadnagar,422601,10,0,1,
11-09-2025,maharashtra,ahmadnagar,422603,0,1,1,
11-09-2025,maharashtra,ahmadnagar,422611,1,0,0,
11-09-2025,maharashtra,ahmadnagar,423603,1,1,0,
11-09-2025,maharashtra,aurangabad,431001,40,19,0,
11-09-2025,maharashtra,aurangabad,431103,9,1,0,
11-09-2025,maharashtra,aurangabad,431104,5,1,0,
11-09-2025,maharashtra,aurangabad,431112,17,6,0,
11-09-2025,maharashtra,aurangabad,431137,3,0,0,
11-09-2025,maharashtra,aurangabad,431147,5,1,0,
11-09-2025,maharashtra,osmanabad,413405,0,3,0,
11-09-2025,maharashtra,osmanabad,413502,4,1,0,
11-09-2025,maharashtra,osmanabad,413534,1,0,0,
11-09-2025,maharashtra,osmanabad,413608,1,0,0,
11-09-2025,manipur,imphal east,795010,2,1,0,
11-09-2025,manipur,imphal east,795116,0,1,0,
11-09-2025,manipur,imphal west,795008,1,0,0,
11-09-2025,meghalaya,east garo hills,794110,4,6,3,
11-09-2025,meghalaya,east jaintia hills,793160,0,4,3,
11-09-2025,meghalaya,east khasi hills,793001,0,1,2,
11-09-2025,meghalaya,east khasi hills,793002,0,0,1,
11-09-2025,meghalaya,east khasi hills,793012,2,0,0,
11-09-2025,meghalaya,east khasi hills,793110,4,4,4,
11-09-2025,meghalaya,north garo hills,794110,0,1,0,
11-09-2025,meghalaya,south garo hills,794102,0,0,1,
11-09-2025,meghalaya,south garo hills,794103,2,6,4,
11-09-2025,meghalaya,south garo hills,794107,1,2,1,
11-09-2025,meghalaya,south west garo hills,794105,1,1,3,
11-09-2025,meghalaya,south west garo hills,794115,2,3,1,
11-09-2025,meghalaya,south west khasi hills,793114,1,2,2,
11-09-2025,meghalaya,west garo hills,794105,1,1,1,
11-09-2025,meghalaya,west garo hills,794109,1,1,1,
11-09-2025,odisha,baleshwar,756001,0,1,0,
11-09-2025,odisha,baleswar,756002,2,0,0,
11-09-2025,odisha,baleswar,756019,5,1,0,
11-09-2025,odisha,baleswar,756026,6,0,0,
11-09-2025,odisha,baleswar,756029,2,2,0,
11-09-2025,odisha,baleswar,756030,1,2,0,
11-09-2025,odisha,baleswar,756032,7,2,0,
11-09-2025,odisha,baleswar,756038,3,1,0,
11-09-2025,odisha,baleswar,756049,3,0,0,
11-09-2025,odisha,baleswar,756134,0,1,0,
11-09-2025,odisha,subarnapur,767017,0,1,0,
11-09-2025,odisha,subarnapur,767018,1,2,0,
11-09-2025,odisha,subarnapur,767045,1,0,0,
11-09-2025,odisha,baleshwar,756002,1,0,0,
11-09-2025,odisha,baleshwar,756019,2,0,0,
11-09-2025,odisha,baleshwar,756021,0,1,0,
11-09-2025,puducherry,pondicherry,605011,1,0,0,
11-09-2025,puducherry,pondicherry,605501,1,0,0,
11-09-2025,sikkim,east,737101,1,0,0,
11-09-2025,sikkim,east sikkim,737133,0,1,0,
11-09-2025,100000,100000,100000,0,0,2,
11-09-2025,andhra pradesh,adilabad,504208,1,0,0,
11-09-2025,andhra pradesh,adilabad,504294,1,0,0,
11-09-2025,andhra pradesh,adilabad,504302,0,1,0,
11-09-2025,andhra pradesh,adilabad,504308,1,0,0,
11-09-2025,andhra pradesh,cuddapah,516004,2,0,0,
11-09-2025,andhra pradesh,cuddapah,516104,1,0,0,
11-09-2025,andhra pradesh,cuddapah,516107,2,0,0,
11-09-2025,andhra pradesh,cuddapah,516115,1,0,0,
11-09-2025,andhra pradesh,cuddapah,516150,1,0,0,
11-09-2025,andhra pradesh,cuddapah,516193,1,1,0,
11-09-2025,andhra pradesh,cuddapah,516257,2,0,0,
11-09-2025,andhra pradesh,cuddapah,516269,2,0,0,
11-09-2025,andhra pradesh,cuddapah,516309,1,0,0,
11-09-2025,andhra pradesh,cuddapah,516396,1,0,0,
11-09-2025,andhra pradesh,cuddapah,516401,1,0,0,
11-09-2025,andhra pradesh,cuddapah,516501,1,0,0,
11-09-2025,andhra pradesh,hyderabad,500012,0,1,0,
11-09-2025,andhra pradesh,hyderabad,500017,1,1,0,
11-09-2025,andhra pradesh,hyderabad,500023,3,1,0,
11-09-2025,andhra pradesh,hyderabad,500029,1,0,0,
11-09-2025,andhra pradesh,hyderabad,500037,1,0,0,
11-09-2025,andhra pradesh,hyderabad,500065,1,2,0,
11-09-2025,andhra pradesh,khammam,507002,1,0,0,
11-09-2025,andhra pradesh,khammam,507182,0,1,0,
11-09-2025,andhra pradesh,khammam,507209,1,1,0,
11-09-2025,andhra pradesh,mahabub nagar,509201,0,1,0,
11-09-2025,andhra pradesh,mahabub nagar,509340,0,2,0,
11-09-2025,andhra pradesh,mahbubnagar,509203,0,1,0,
11-09-2025,andhra pradesh,mahbubnagar,509409,1,0,0,
11-09-2025,andhra pradesh,n. t. r,520012,2,0,0,
11-09-2025,andhra pradesh,n. t. r,521175,1,0,0,
11-09-2025,andhra pradesh,nalgonda,508113,1,0,0,
11-09-2025,andhra pradesh,nalgonda,508204,2,0,0,
11-09-2025,andhra pradesh,nalgonda,508211,2,0,0,
11-09-2025,andhra pradesh,nizamabad,503202,2,0,0,
11-09-2025,andhra pradesh,nizamabad,503206,1,0,0,
11-09-2025,andhra pradesh,rangareddi,500076,1,0,0,
11-09-2025,andhra pradesh,rangareddi,501512,1,0,0,
11-09-2025,andhra pradesh,warangal,506002,2,1,0,
11-09-2025,andhra pradesh,warangal,506310,1,0,0,
11-09-2025,andhra pradesh,warangal,506356,0,1,0,
11-09-2025,assam,karimganj,788726,4,0,0,
11-09-2025,assam,karimganj,788781,1,2,0,
11-09-2025,bihar,east champaran,845440,2,1,0,
11-09-2025,bihar,east champaran,845457,0,4,0,
11-09-2025,bihar,monghyr,811201,1,0,0,
11-09-2025,bihar,west champaran,845106,1,18,1,
11-09-2025,bihar,west champaran,845438,12,19,1,
11-09-2025,chhattisgarh,baloda bazar,493113,1,1,0,
11-09-2025,chhattisgarh,baloda bazar,493195,2,0,0,
11-09-2025,chhattisgarh,baloda bazar,493331,0,1,0,
11-09-2025,delhi,north east delhi,110094,33,12,0,
11-09-2025,delhi,north west delhi,110035,4,0,0,
11-09-2025,delhi,north west delhi,110036,6,2,0,
11-09-2025,delhi,north west delhi,110039,12,11,0,
11-09-2025,delhi,north west delhi,110082,1,1,0,
11-09-2025,delhi,north west delhi,110083,11,1,1,
11-09-2025,delhi,south east delhi,110025,0,1,0,
11-09-2025,delhi,south west delhi,110010,5,3,0,
11-09-2025,delhi,south west delhi,110061,4,1,0,
11-09-2025,madhya pradesh,east nimar,450117,6,10,0,
11-09-2025,madhya pradesh,east nimar,450337,1,0,0,
11-09-2025,madhya pradesh,east nimar,450881,1,1,0,
11-09-2025,madhya pradesh,east nimar,451115,0,1,0,
11-09-2025,madhya pradesh,hoshangabad,461115,3,2,0,
11-09-2025,madhya pradesh,hoshangabad,461661,22,2,0,
11-09-2025,madhya pradesh,hoshangabad,461990,20,2,0,
11-09-2025,madhya pradesh,west nimar,451111,1,0,0,
11-09-2025,madhya pradesh,west nimar,451331,0,1,0,
11-09-2025,maharashtra,ahmadnagar,413705,3,2,0,
11-09-2025,maharashtra,ahmadnagar,413708,1,0,0,
11-09-2025,maharashtra,ahmadnagar,413717,2,1,0,
11-09-2025,maharashtra,ahmadnagar,413719,4,0,0,
11-09-2025,maharashtra,ahmadnagar,413721,1,0,0,
11-09-2025,maharashtra,ahmadnagar,413722,1,1,0,
11-09-2025,maharashtra,ahmadnagar,413739,0,2,0,
11-09-2025,maharashtra,ahmadnagar,414103,2,1,0,
11-09-2025,maharashtra,ahmadnagar,414111,0,2,0,
11-09-2025,maharashtra,ahmadnagar,414302,0,1,0,
11-09-2025,maharashtra,ahmadnagar,414305,2,0,0,
11-09-2025,maharashtra,ahmadnagar,414306,2,0,0,
11-09-2025,maharashtra,ahmadnagar,414607,1,0,0,
11-09-2025,maharashtra,ahmadnagar,422604,4,1,0,
11-09-2025,maharashtra,aurangabad,423703,1,2,0,
11-09-2025,maharashtra,aurangabad,431007,6,2,0,
11-09-2025,maharashtra,aurangabad,431009,2,1,0,
11-09-2025,maharashtra,aurangabad,431105,2,4,0,
11-09-2025,maharashtra,aurangabad,431116,8,2,0,
11-09-2025,maharashtra,aurangabad,431121,4,3,0,
11-09-2025,maharashtra,aurangabad,431150,5,1,0,
11-09-2025,maharashtra,osmanabad,413504,1,1,0,
11-09-2025,maharashtra,osmanabad,413507,1,2,0,
11-09-2025,manipur,imphal east,795002,2,0,0,
11-09-2025,manipur,imphal east,795005,3,2,0,
11-09-2025,manipur,imphal east,795008,1,0,0,
11-09-2025,manipur,imphal west,795134,1,0,0,
11-09-2025,meghalaya,east jaintia hills,793200,1,3,6,
11-09-2025,meghalaya,east khasi hills,793005,1,2,4,
11-09-2025,meghalaya,east khasi hills,793008,0,1,1,
11-09-2025,meghalaya,east khasi hills,793009,2,4,5,
11-09-2025,meghalaya,east khasi hills,793010,0,0,1,
11-09-2025,meghalaya,east khasi hills,793108,0,0,1,
11-09-2025,meghalaya,east khasi hills,793113,1,1,0,
11-09-2025,meghalaya,north garo hills,794002,1,5,0,
11-09-2025,meghalaya,north garo hills,794108,2,1,0,
11-09-2025,meghalaya,south garo hills,794005,3,9,2,
11-09-2025,meghalaya,south west khasi hills,793106,1,2,0,
11-09-2025,meghalaya,west garo hills,794001,4,0,0,
11-09-2025,meghalaya,west garo hills,794104,6,7,2,
11-09-2025,meghalaya,west jaintia hills,793151,4,3,3,
11-09-2025,odisha,baleshwar,756003,2,0,0,
11-09-2025,odisha,baleshwar,756020,1,0,0,
11-09-2025,odisha,baleshwar,756029,1,0,0,
11-09-2025,odisha,baleshwar,756032,1,0,0,
11-09-2025,odisha,baleswar,756021,1,1,0,
11-09-2025,odisha,baleswar,756023,1,1,0,
11-09-2025,odisha,baleswar,756034,1,1,0,
11-09-2025,odisha,baleswar,756035,7,0,0,
11-09-2025,odisha,baleswar,756042,6,0,0,
11-09-2025,odisha,baleswar,756045,5,1,0,
11-09-2025,odisha,baleswar,756048,5,0,0,
11-09-2025,odisha,baleswar,756059,3,2,0,
11-09-2025,odisha,baleswar,756060,1,0,0,
11-09-2025,odisha,baleswar,756079,2,0,0,
11-09-2025,odisha,baleswar,756083,8,0,0,
11-09-2025,odisha,baleswar,756084,0,1,0,
11-09-2025,odisha,subarnapur,767068,1,0,0,
11-09-2025,odisha,baleshwar,756027,1,0,0,
11-09-2025,odisha,baleshwar,756039,1,0,0,
11-09-2025,odisha,baleshwar,756043,1,0,0,
11-09-2025,puducherry,pondicherry,607402,1,0,0,
11-09-2025,puducherry,pondicherry,673310,3,0,0,
11-09-2025,sikkim,south,737128,0,1,0,
11-09-2025,sikkim,west,737113,1,4,0,
11-09-2025,sikkim,west,737121,2,1,0,
11-09-2025,telangana,k.v. rangareddy,500019,2,0,0,
11-09-2025,telangana,k.v. rangareddy,500030,2,0,0,
11-09-2025,telangana,k.v. rangareddy,500047,3,0,0,
11-09-2025,telangana,k.v. rangareddy,500049,4,2,0,
11-09-2025,telangana,k.v. rangareddy,500068,4,0,0,
11-09-2025,telangana,k.v. rangareddy,500077,3,2,0,
11-09-2025,telangana,k.v. rangareddy,500083,0,1,0,
11-09-2025,telangana,k.v. rangareddy,500086,2,0,0,
11-09-2025,telangana,k.v. rangareddy,500087,2,0,0,
11-09-2025,telangana,k.v. rangareddy,500089,2,0,0,
11-09-2025,telangana,k.v. rangareddy,501141,0,1,0,
11-09-2025,telangana,k.v. rangareddy,501202,2,2,0,
11-09-2025,telangana,k.v. rangareddy,501501,3,1,0,
11-09-2025,telangana,k.v. rangareddy,501503,2,1,0,
11-09-2025,telangana,k.v. rangareddy,509216,7,1,0,
11-09-2025,telangana,k.v. rangareddy,509340,2,0,0,
11-09-2025,uttar pradesh,allahabad,211004,3,3,0,
11-09-2025,uttar pradesh,allahabad,211006,1,2,0,
11-09-2025,uttar pradesh,allahabad,212104,0,2,0,
11-09-2025,uttar pradesh,allahabad,212302,1,0,0,
11-09-2025,uttar pradesh,allahabad,212303,0,1,0,
11-09-2025,uttar pradesh,allahabad,212502,12,4,0,
11-09-2025,uttar pradesh,allahabad,221505,1,3,0,
11-09-2025,uttar pradesh,allahabad,221508,3,3,0,
11-09-2025,west bengal,barddhaman,712134,1,0,0,
11-09-2025,west bengal,barddhaman,712146,1,0,0,
11-09-2025,west bengal,barddhaman,713103,1,1,0,
11-09-2025,west bengal,barddhaman,713121,1,0,0,
11-09-2025,west bengal,barddhaman,713124,3,0,0,
11-09-2025,west bengal,barddhaman,713130,1,1,0,
11-09-2025,west bengal,barddhaman,713145,4,0,0,
11-09-2025,west bengal,barddhaman,713148,2,2,0,
11-09-2025,west bengal,barddhaman,713156,1,0,0,
11-09-2025,west bengal,barddhaman,713168,0,1,0,
11-09-2025,west bengal,barddhaman,713205,1,1,0,
11-09-2025,west bengal,barddhaman,713213,3,0,0,
11-09-2025,west bengal,barddhaman,713359,1,2,0,
11-09-2025,west bengal,barddhaman,713360,2,0,0,
11-09-2025,west bengal,barddhaman,713403,2,1,0,
11-09-2025,west bengal,barddhaman,713420,0,1,0,
11-09-2025,west bengal,barddhaman,713427,2,2,0,
11-09-2025,west bengal,barddhaman,713512,12,8,0,
11-09-2025,west bengal,barddhaman,731301,1,0,0,
11-09-2025,west bengal,bardhaman,713125,2,0,0,
11-09-2025,west bengal,bardhaman,713151,0,1,0,
11-09-2025,west bengal,bardhaman,713426,1,0,0,
11-09-2025,west bengal,bardhaman,713512,1,0,0,
11-09-2025,west bengal,east midnapore,721139,1,0,0,
11-09-2025,west bengal,east midnapore,721439,3,0,0,
11-09-2025,west bengal,haora,711107,0,2,0,
11-09-2025,west bengal,haora,711303,5,7,0,
11-09-2025,west bengal,hugli,712258,1,0,0,
11-09-2025,west bengal,hugli,712415,1,0,0,
11-09-2025,west bengal,north dinajpur,733123,1,0,0,
11-09-2025,west bengal,north dinajpur,733202,1,0,0,
11-09-2025,west bengal,west midnapore,721140,1,0,0,
11-09-2025,west bengal,west midnapore,721304,0,2,0,
11-09-2025,west bengal,west midnapore,721506,3,0,0,
11-09-2025,west bengal,west midnapore,721507,1,0,0,
11-09-2025,bihar,east champaran,845301,7,13,1,
11-09-2025,bihar,east champaran,845302,4,7,1,
11-09-2025,bihar,east champaran,845303,3,3,0,
11-09-2025,bihar,east champaran,845315,2,3,0,
11-09-2025,bihar,east champaran,845406,2,2,0,
11-09-2025,bihar,east champaran,845414,1,1,0,
11-09-2025,bihar,east champaran,845416,1,7,1,
11-09-2025,bihar,east champaran,845418,5,15,0,
11-09-2025,bihar,east champaran,845423,4,2,0,
11-09-2025,bihar,east champaran,845425,0,8,0,
11-09-2025,bihar,east champaran,845429,1,1,0,
11-09-2025,bihar,east champaran,845432,3,4,0,
11-09-2025,bihar,east champaran,845435,3,3,0,
11-09-2025,bihar,west champaran,845103,1,6,0,
11-09-2025,bihar,west champaran,845105,1,7,0,
11-09-2025,bihar,west champaran,845452,1,0,1,
11-09-2025,bihar,west champaran,845454,9,18,0,
