date,state,district,pincode,bio_age_5_17,bio_age_17_
08-09-2025,jharkhand,saraikela kharsawan,832404,1,19
08-09-2025,jharkhand,saraikela kharsawan,833216,2,9
08-09-2025,jharkhand,saraikela kharsawan,833220,1,19
08-09-2025,telangana,kumuram bheem asifabad,504219,1,2
08-09-2025,telangana,kumuram bheem asifabad,504294,2,3
08-09-2025,telangana,kumuram bheem asifabad,504296,2,13
08-09-2025,telangana,medchal malkajgiri,500018,6,14
08-09-2025,telangana,medchal malkajgiri,500037,4,8
08-09-2025,telangana,medchal malkajgiri,500068,0,6
08-09-2025,telangana,medchal malkajgiri,500072,5,7
08-09-2025,telangana,medchal malkajgiri,500056,4,2
08-09-2025,telangana,medchal malkajgiri,500087,6,0
08-09-2025,telangana,warangal,506122,7,4
08-09-2025,telangana,warangal,506330,4,2
08-09-2025,telangana,warangal,506365,2,1
08-09-2025,telangana,warangal,506003,5,3
08-09-2025,telangana,warangal,506005,0,1
08-09-2025,telangana,yadadri bhuvanagiri,508285,0,1
08-09-2025,tripura,dhalai,799275,8,5
08-09-2025,tripura,gomati,799116,6,2
08-09-2025,tripura,north tripura,799253,2,4
08-09-2025,tripura,north tripura,799254,5,2
08-09-2025,tripura,north tripura,799256,7,13
08-09-2025,tripura,north tripura,799260,28,4
08-09-2025,tripura,north tripura,799270,1,7
08-09-2025,tripura,north tripura,799281,5,9
08-09-2025,tripura,sepahijala,799115,1,3
08-09-2025,tripura,sepahijala,799131,8,3
08-09-2025,tripura,south tripura,799116,2,5
08-09-2025,tripura,south tripura,799125,7,7
08-09-2025,tripura,unakoti,799264,6,4
08-09-2025,tripura,unakoti,799281,4,5
08-09-2025,tripura,west tripura,799001,2,8
08-09-2025,tripura,west tripura,799008,2,9
08-09-2025,tripura,west tripura,799015,0,1
08-09-2025,tripura,west tripura,799035,0,6
08-09-2025,tripura,west tripura,799102,3,11
08-09-2025,tripura,west tripura,799105,1,1
08-09-2025,tripura,west tripura,799201,6,18
08-09-2025,tripura,west tripura,799205,11,15
08-09-2025,uttar pradesh,bara banki,225122,0,1
08-09-2025,uttar pradesh,bara banki,225412,3,4
08-09-2025,uttar pradesh,sant kabir nagar,221404,33,18
08-09-2025,uttar pradesh,sant kabir nagar,221407,2,0
08-09-2025,uttar pradesh,bhadohi,221301,2,0
08-09-2025,west bengal,cooch behar,735224,0,1
08-09-2025,west bengal,cooch behar,736121,0,1
08-09-2025,west bengal,cooch behar,736132,0,2
08-09-2025,west bengal,cooch behar,736134,1,4
08-09-2025,west bengal,cooch behar,736145,0,3
08-09-2025,west bengal,cooch behar,736165,1,3
08-09-2025,west bengal,cooch behar,736177,0,1
08-09-2025,west bengal,north 24 parganas,700129,0,1
08-09-2025,west bengal,north 24 parganas,743125,0,1
08-09-2025,west bengal,north 24 parganas,743425,1,3
08-09-2025,west bengal,south 24 parganas,700084,0,2
08-09-2025,west bengal,south 24 parganas,700140,0,3
08-09-2025,west bengal,south 24 parganas,743318,1,5
08-09-2025,west bengal,south 24 parganas,743332,0,2
08-09-2025,west bengal,south 24 parganas,743399,0,4
08-09-2025,madhya pradesh,khandwa (east nimar),450112,6,6
08-09-2025,madhya pradesh,khandwa (east nimar),450551,5,5
08-09-2025,madhya pradesh,khandwa (east nimar),450771,3,3
08-09-2025,madhya pradesh,khargone (west nimar),451113,25,29
08-09-2025,madhya pradesh,khargone (west nimar),451221,26,26
08-09-2025,madhya pradesh,khargone (west nimar),451225,9,17
08-09-2025,madhya pradesh,khargone (west nimar),451228,34,54
08-09-2025,madhya pradesh,khargone (west nimar),451331,27,44
08-09-2025,madhya pradesh,khargone (west nimar),451335,24,39
08-09-2025,madhya pradesh,khargone (west nimar),451660,13,13
08-09-2025,maharashtra,mumbai,400009,0,1
08-09-2025,maharashtra,mumbai,400011,1,0
08-09-2025,maharashtra,mumbai,400018,1,0
08-09-2025,maharashtra,mumbai,400034,2,0
08-09-2025,maharashtra,mumbai,400037,2,1
08-09-2025,maharashtra,raigad,402102,0,2
08-09-2025,maharashtra,raigad,402103,3,1
08-09-2025,maharashtra,raigad,402108,2,0
08-09-2025,maharashtra,raigad,402111,3,8
08-09-2025,maharashtra,raigad,402115,1,0
08-09-2025,maharashtra,raigad,402117,2,1
08-09-2025,maharashtra,raigad,402126,0,1
08-09-2025,maharashtra,raigad,402301,7,3
08-09-2025,maharashtra,raigad,402305,2,2
08-09-2025,maharashtra,raigad,410202,3,2
08-09-2025,maharashtra,raigad,410209,0,1
08-09-2025,maharashtra,raigad,410218,9,14
08-09-2025,manipur,chandel,795101,1,5
08-09-2025,manipur,churachandpur,795124,1,2
08-09-2025,manipur,churachandpur,795139,1,3
08-09-2025,manipur,senapati,795015,14,3
08-09-2025,manipur,senapati,795106,8,1
08-09-2025,manipur,senapati,795146,1,1
08-09-2025,manipur,senapati,795150,0,14
08-09-2025,manipur,senapati,795159,1,0
08-09-2025,manipur,thoubal,795130,6,5
08-09-2025,manipur,thoubal,795148,6,15
08-09-2025,manipur,ukhrul,795144,0,2
08-09-2025,meghalaya,ri bhoi,793104,1,0
08-09-2025,nagaland,chumoukedima,797116,0,1
08-09-2025,nagaland,kohima,797101,0,2
08-09-2025,nagaland,kohima,797105,0,3
08-09-2025,nagaland,noklak,798626,0,4
08-09-2025,nagaland,peren,797110,9,13
08-09-2025,nagaland,phek,797108,0,10
08-09-2025,nagaland,phek,797114,2,5
08-09-2025,nagaland,zunheboto,798620,5,34
08-09-2025,punjab,sri muktsar sahib,152114,0,3
08-09-2025,punjab,s.a.s nagar,140901,1,1
08-09-2025,punjab,s.a.s nagar,160103,0,1
08-09-2025,punjab,s.a.s nagar,140110,8,3
08-09-2025,punjab,s.a.s nagar,140602,2,1
08-09-2025,punjab,s.a.s nagar,140901,3,1
08-09-2025,punjab,s.a.s nagar,160055,1,3
08-09-2025,punjab,s.a.s nagar,160059,1,1
08-09-2025,punjab,s.a.s nagar,160071,6,3
08-09-2025,telangana,kumuram bheem asifabad,504292,4,10
08-09-2025,telangana,kumuram bheem asifabad,504293,3,3
08-09-2025,telangana,kumuram bheem asifabad,504313,2,4
08-09-2025,telangana,medchal malkajgiri,500039,1,1
08-09-2025,telangana,medchal malkajgiri,500085,0,1
08-09-2025,telangana,medchal malkajgiri,500090,4,4
08-09-2025,telangana,medchal malkajgiri,501301,4,1
08-09-2025,telangana,medchal malkajgiri,501401,3,0
08-09-2025,telangana,medchal malkajgiri,500014,5,0
08-09-2025,telangana,medchal malkajgiri,500072,1,1
08-09-2025,telangana,medchal malkajgiri,501301,2,2
08-09-2025,telangana,warangal,506314,2,2
08-09-2025,telangana,warangal,506342,1,1
08-09-2025,telangana,warangal,506391,1,0
08-09-2025,telangana,warangal,505471,1,0
08-09-2025,telangana,warangal,506001,9,2
08-09-2025,telangana,warangal,506002,15,11
08-09-2025,telangana,warangal,506142,0,1
08-09-2025,telangana,warangal,506145,2,0
08-09-2025,telangana,yadadri bhuvanagiri,508101,1,0
08-09-2025,telangana,yadadri bhuvanagiri,508284,2,4
08-09-2025,tripura,dhalai,799273,11,21
08-09-2025,tripura,dhalai,799285,1,13
08-09-2025,tripura,dhalai,799286,10,11
08-09-2025,tripura,dhalai,799273,0,1
08-09-2025,tripura,gomati,799013,2,2
08-09-2025,tripura,gomati,799104,6,1
08-09-2025,tripura,khowai,799207,1,4
08-09-2025,tripura,north tripura,799279,2,4
08-09-2025,tripura,north tripura,799280,1,6
08-09-2025,tripura,sepahijala,799102,7,10
08-09-2025,tripura,south tripura,799013,0,6
08-09-2025,tripura,south tripura,799105,0,3
08-09-2025,tripura,south tripura,799143,15,31
08-09-2025,tripura,south tripura,799144,13,9
08-09-2025,tripura,south tripura,799156,0,9
08-09-2025,tripura,unakoti,799279,1,3
08-09-2025,tripura,west tripura,799022,0,2
08-09-2025,tripura,west tripura,799100,1,2
08-09-2025,tripura,west tripura,799103,4,19
08-09-2025,tripura,west tripura,799132,1,1
08-09-2025,tripura,west tripura,799203,4,23
08-09-2025,tripura,west tripura,799207,1,4
08-09-2025,tripura,west tripura,799211,7,25
08-09-2025,uttar pradesh,bara banki,225414,0,3
08-09-2025,uttar pradesh,sant kabir nagar,221303,44,13
08-09-2025,uttar pradesh,sant kabir nagar,221308,5,3
08-09-2025,uttar pradesh,sant kabir nagar,221401,26,19
08-09-2025,uttar pradesh,sant kabir nagar,221406,10,7
08-09-2025,west bengal,cooch behar,735304,7,6
08-09-2025,west bengal,cooch behar,736146,1,4
08-09-2025,west bengal,cooch behar,736159,2,10
08-09-2025,west bengal,cooch behar,736169,0,1
08-09-2025,west bengal,cooch behar,736172,0,1
08-09-2025,west bengal,cooch behar,736174,0,1
08-09-2025,west bengal,north 24 parganas,700122,0,3
08-09-2025,west bengal,north 24 parganas,700156,0,2
08-09-2025,west bengal,north 24 parganas,743221,2,8
08-09-2025,west bengal,north 24 parganas,743272,3,0
08-09-2025,haryana,yamunanagar,135133,25,60
08-09-2025,jharkhand,saraikela kharsawan,832403,11,23
08-09-2025,jharkhand,saraikela kharsawan,832404,16,14
08-09-2025,jharkhand,saraikela kharsawan,833102,1,4
08-09-2025,jharkhand,saraikela kharsawan,833216,22,53
08-09-2025,jharkhand,saraikela kharsawan,833219,3,10
08-09-2025,jharkhand,saraikela kharsawan,833101,0,1
08-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502248,1,6
08-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502251,0,1
08-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502255,3,5
08-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502270,0,1
08-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502287,0,1
08-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502295,1,0
08-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502312,0,1
08-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502325,0,1
08-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502372,0,2
08-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502375,2,2
08-09-2025,andhra pradesh,sri potti sriramulu nellore,524002,10,23
08-09-2025,andhra pradesh,sri potti sriramulu nellore,524003,3,4
08-09-2025,andhra pradesh,sri potti sriramulu nellore,524005,1,1
08-09-2025,andhra pradesh,sri potti sriramulu nellore,524123,9,5
08-09-2025,andhra pradesh,sri potti sriramulu nellore,524137,6,17
08-09-2025,andhra pradesh,sri potti sriramulu nellore,524152,2,2
08-09-2025,andhra pradesh,sri potti sriramulu nellore,524218,4,3
08-09-2025,andhra pradesh,sri potti sriramulu nellore,524228,5,7
08-09-2025,andhra pradesh,sri potti sriramulu nellore,524239,0,3
08-09-2025,andhra pradesh,sri potti sriramulu nellore,524304,0,2
08-09-2025,andhra pradesh,sri potti sriramulu nellore,524308,2,17
08-09-2025,andhra pradesh,sri potti sriramulu nellore,524309,3,1
08-09-2025,andhra pradesh,sri potti sriramulu nellore,524320,3,7
08-09-2025,andhra pradesh,sri potti sriramulu nellore,524323,3,6
08-09-2025,andhra pradesh,sri potti sriramulu nellore,524401,6,0
08-09-2025,andhra pradesh,sri potti sriramulu nellore,524404,0,2
08-09-2025,andhra pradesh,sri potti sriramulu nellore,524406,3,3
08-09-2025,andhra pradesh,sri potti sriramulu nellore,524408,3,4
08-09-2025,punjab,sri muktsar sahib,152025,1,8
08-09-2025,punjab,sri muktsar sahib,152112,0,3
08-09-2025,punjab,s.a.s nagar,140413,0,1
08-09-2025,punjab,s.a.s nagar,140602,0,1
08-09-2025,punjab,s.a.s nagar,160055,1,0
08-09-2025,punjab,s.a.s nagar,140103,13,6
08-09-2025,punjab,s.a.s nagar,140301,37,28
08-09-2025,punjab,s.a.s nagar,140306,15,11
08-09-2025,punjab,s.a.s nagar,140401,1,1
08-09-2025,punjab,s.a.s nagar,140413,3,2
08-09-2025,punjab,s.a.s nagar,140604,2,2
08-09-2025,punjab,s.a.s nagar,160104,4,2
08-09-2025,andhra pradesh,y.s.r. kadapa,516321,2,0
08-09-2025,andhra pradesh,y.s.r. kadapa,516329,0,1
08-09-2025,chhattisgarh,balrampur-ramanujganj,497118,8,39
08-09-2025,chhattisgarh,dakshin bastar dantewada,494556,5,23
08-09-2025,chhattisgarh,uttar bastar kanker,494230,3,8
08-09-2025,chhattisgarh,uttar bastar kanker,494776,3,11
08-09-2025,chhattisgarh,uttar bastar kanker,494777,4,41
08-09-2025,delhi,central,110003,16,18
08-09-2025,delhi,central,110005,31,46
08-09-2025,delhi,central,110055,19,14
08-09-2025,delhi,central,110060,1,9
08-09-2025,delhi,east,110096,43,30
08-09-2025,delhi,south,110014,8,12
08-09-2025,delhi,south,110020,20,19
08-09-2025,delhi,south,110048,4,10
08-09-2025,gujarat,panch mahals,388713,2,14
08-09-2025,gujarat,panch mahals,389115,30,41
08-09-2025,gujarat,panch mahals,389310,2,7
08-09-2025,gujarat,panch mahals,389340,3,11
08-09-2025,gujarat,panch mahals,389380,5,9
08-09-2025,gujarat,sabar kantha,383030,3,6
08-09-2025,gujarat,sabar kantha,383205,5,20
08-09-2025,gujarat,sabar kantha,383260,0,3
08-09-2025,gujarat,sabar kantha,383275,2,6
08-09-2025,gujarat,sabar kantha,383305,1,9
08-09-2025,gujarat,sabar kantha,383307,7,4
08-09-2025,gujarat,sabar kantha,383310,1,6
08-09-2025,gujarat,sabar kantha,383315,1,6
08-09-2025,gujarat,sabar kantha,383320,1,3
08-09-2025,gujarat,sabar kantha,383355,2,4
08-09-2025,gujarat,sabar kantha,383421,1,3
08-09-2025,gujarat,sabar kantha,383460,6,12
08-09-2025,gujarat,surendranagar,363001,8,12
08-09-2025,gujarat,surendranagar,363110,0,2
08-09-2025,gujarat,surendranagar,363115,3,8
08-09-2025,gujarat,surendranagar,363330,2,7
08-09-2025,gujarat,surendranagar,363415,7,17
08-09-2025,gujarat,surendranagar,382750,1,3
08-09-2025,gujarat,surendranagar,382755,0,6
08-09-2025,gujarat,surendranagar,382760,0,1
08-09-2025,west bengal,south 24 parganas,700070,1,3
08-09-2025,west bengal,south 24 parganas,700137,0,2
08-09-2025,west bengal,south 24 parganas,700147,0,1
08-09-2025,west bengal,south 24 parganas,743329,6,11
08-09-2025,west bengal,south 24 parganas,743347,3,9
08-09-2025,west bengal,south 24 parganas,743349,0,1
08-09-2025,west bengal,south 24 parganas,743371,3,6
08-09-2025,west bengal,south 24 parganas,743398,0,1
08-09-2025,west bengal,south 24 parganas,743503,0,11
08-09-2025,madhya pradesh,khandwa (east nimar),450001,33,30
08-09-2025,madhya pradesh,khandwa (east nimar),450110,5,1
08-09-2025,madhya pradesh,khandwa (east nimar),450337,7,10
08-09-2025,madhya pradesh,khargone (west nimar),451111,21,14
08-09-2025,madhya pradesh,khargone (west nimar),451332,35,82
08-09-2025,madhya pradesh,khargone (west nimar),451441,42,70
08-09-2025,maharashtra,chhatrapati sambhajinagar,431001,1,10
08-09-2025,maharashtra,mumbai,400016,1,0
08-09-2025,maharashtra,mumbai,400019,0,1
08-09-2025,maharashtra,raigad,402104,1,6
08-09-2025,maharashtra,raigad,402112,0,6
08-09-2025,maharashtra,raigad,402203,2,11
08-09-2025,maharashtra,raigad,402309,1,1
08-09-2025,maharashtra,raigad,402401,5,5
08-09-2025,maharashtra,raigad,402402,4,6
08-09-2025,maharashtra,raigad,402403,4,14
08-09-2025,maharashtra,raigad,410102,2,1
08-09-2025,maharashtra,raigad,410205,14,10
08-09-2025,maharashtra,raigad,410207,8,9
08-09-2025,maharashtra,raigad,410220,2,1
08-09-2025,maharashtra,raigad,410221,6,7
08-09-2025,maharashtra,raigad,410222,6,2
08-09-2025,manipur,bishnupur,795126,9,7
08-09-2025,manipur,chandel,795102,3,6
08-09-2025,manipur,chandel,795131,4,7
08-09-2025,manipur,churachandpur,795101,0,1
08-09-2025,manipur,jiribam,795116,3,2
08-09-2025,manipur,kakching,795101,2,0
08-09-2025,manipur,senapati,795007,4,8
08-09-2025,manipur,senapati,795118,3,2
08-09-2025,manipur,senapati,795122,2,3
08-09-2025,manipur,tamenglong,795125,4,2
08-09-2025,manipur,ukhrul,795142,6,28
08-09-2025,meghalaya,ri bhoi,793102,12,6
08-09-2025,nagaland,dimapur,797115,4,6
08-09-2025,nagaland,kohima,797001,4,39
08-09-2025,nagaland,kohima,797109,1,7
08-09-2025,nagaland,longleng,798625,1,6
08-09-2025,nagaland,meluri,797114,0,8
08-09-2025,nagaland,mon,798622,0,5
08-09-2025,nagaland,tuensang,798626,3,8
08-09-2025,uttar pradesh,bara banki,225003,0,3
08-09-2025,uttar pradesh,bara banki,225301,1,1
08-09-2025,uttar pradesh,bara banki,225305,1,2
08-09-2025,uttar pradesh,sant kabir nagar,221301,12,16
08-09-2025,uttar pradesh,sant kabir nagar,221310,25,10
08-09-2025,uttar pradesh,sant kabir nagar,221409,4,3
08-09-2025,west bengal,cooch behar,735211,0,1
08-09-2025,west bengal,cooch behar,735301,1,1
08-09-2025,west bengal,cooch behar,736101,0,1
08-09-2025,west bengal,cooch behar,736158,1,6
08-09-2025,west bengal,cooch behar,736168,2,2
08-09-2025,west bengal,cooch behar,736170,0,1
08-09-2025,west bengal,north 24 parganas,700118,0,2
08-09-2025,west bengal,north 24 parganas,700121,0,10
08-09-2025,west bengal,north 24 parganas,700127,0,1
08-09-2025,west bengal,north 24 parganas,743135,0,1
08-09-2025,west bengal,north 24 parganas,743446,4,4
08-09-2025,west bengal,north 24 parganas,743611,0,1
08-09-2025,west bengal,south 24 parganas,700150,3,11
08-09-2025,west bengal,south 24 parganas,700151,0,2
08-09-2025,west bengal,south 24 parganas,743312,3,9
08-09-2025,west bengal,south 24 parganas,743354,0,1
08-09-2025,west bengal,south 24 parganas,743357,1,20
08-09-2025,west bengal,south 24 parganas,743370,0,1
08-09-2025,west bengal,south 24 parganas,743377,1,0
08-09-2025,west bengal,south 24 parganas,743383,0,3
08-09-2025,west bengal,south 24 parganas,743606,0,1
08-09-2025,west bengal,south 24 parganas,743610,1,1
08-09-2025,maharashtra,mumbai,400022,1,0
08-09-2025,maharashtra,raigad,402105,18,9
08-09-2025,maharashtra,raigad,402107,37,39
08-09-2025,maharashtra,raigad,402122,3,0
08-09-2025,maharashtra,raigad,402209,3,2
08-09-2025,maharashtra,raigad,402306,0,1
08-09-2025,maharashtra,raigad,402307,0,1
08-09-2025,maharashtra,raigad,402404,4,0
08-09-2025,maharashtra,raigad,410201,37,31
08-09-2025,maharashtra,raigad,410204,0,5
08-09-2025,maharashtra,raigad,410206,95,51
08-09-2025,maharashtra,raigad,410216,0,1
08-09-2025,manipur,bishnupur,795133,27,21
08-09-2025,manipur,bishnupur,795134,11,17
08-09-2025,manipur,chandel,795103,0,1
08-09-2025,manipur,chandel,795127,1,15
08-09-2025,manipur,senapati,795010,1,0
08-09-2025,manipur,senapati,795107,5,2
08-09-2025,manipur,senapati,795134,1,0
08-09-2025,manipur,senapati,795145,0,1
08-09-2025,manipur,senapati,795149,2,0
08-09-2025,manipur,thoubal,795135,1,0
08-09-2025,manipur,ukhrul,795149,0,1
08-09-2025,nagaland,dimapur,797106,3,2
08-09-2025,nagaland,dimapur,797112,6,46
08-09-2025,nagaland,dimapur,797113,1,4
08-09-2025,nagaland,dimapur,797117,0,1
08-09-2025,nagaland,kiphire,798612,0,1
08-09-2025,nagaland,longleng,798618,0,1
08-09-2025,nagaland,mokokchung,798601,3,19
08-09-2025,nagaland,peren,797103,1,0
08-09-2025,nagaland,phek,797104,2,38
08-09-2025,punjab,sri muktsar sahib,152107,0,5
08-09-2025,punjab,s.a.s nagar,140301,0,9
08-09-2025,punjab,s.a.s nagar,140601,0,1
08-09-2025,punjab,s.a.s nagar,140603,0,1
08-09-2025,punjab,s.a.s nagar,140109,2,2
08-09-2025,punjab,s.a.s nagar,140201,5,1
08-09-2025,punjab,s.a.s nagar,160062,11,1
08-09-2025,punjab,s.a.s nagar,160103,9,7
08-09-2025,jharkhand,saraikela kharsawan,831012,5,7
08-09-2025,jharkhand,saraikela kharsawan,832401,23,44
08-09-2025,jharkhand,saraikela kharsawan,833101,4,12
08-09-2025,jharkhand,saraikela kharsawan,832108,0,10
08-09-2025,madhya pradesh,khandwa (east nimar),450661,13,24
08-09-2025,madhya pradesh,khargone (west nimar),450551,1,3
08-09-2025,madhya pradesh,khargone (west nimar),450661,0,1
08-09-2025,madhya pradesh,khargone (west nimar),451115,33,36
08-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502101,0,1
08-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502108,0,1
08-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502109,2,4
08-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502276,0,2
08-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502280,0,7
08-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502313,0,3
08-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502316,3,3
08-09-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502334,0,6
08-09-2025,andhra pradesh,sri potti sriramulu nellore,524129,3,2
08-09-2025,andhra pradesh,sri potti sriramulu nellore,524134,1,1
08-09-2025,andhra pradesh,sri potti sriramulu nellore,524203,2,0
08-09-2025,andhra pradesh,sri potti sriramulu nellore,524225,0,1
08-09-2025,andhra pradesh,sri potti sriramulu nellore,524240,1,6
08-09-2025,andhra pradesh,sri potti sriramulu nellore,524302,2,0
08-09-2025,andhra pradesh,sri potti sriramulu nellore,524341,0,2
08-09-2025,andhra pradesh,sri potti sriramulu nellore,524402,4,5
08-09-2025,andhra pradesh,sri potti sriramulu nellore,524403,1,0
08-09-2025,andhra pradesh,sri potti sriramulu nellore,524405,6,9
08-09-2025,andhra pradesh,sri potti sriramulu nellore,524410,1,2
08-09-2025,andhra pradesh,y.s.r. kadapa,516001,4,1
08-09-2025,andhra pradesh,y.s.r. kadapa,516004,0,1
08-09-2025,andhra pradesh,y.s.r. kadapa,516203,1,0
08-09-2025,andhra pradesh,y.s.r. kadapa,516339,0,2
08-09-2025,andhra pradesh,y.s.r. kadapa,516349,0,1
08-09-2025,andhra pradesh,y.s.r. kadapa,516360,1,2
08-09-2025,andhra pradesh,y.s.r. kadapa,516362,0,1
08-09-2025,andhra pradesh,y.s.r. kadapa,516390,1,1
08-09-2025,assam,cachar,788819,57,1
08-09-2025,assam,cachar,788831,6,1
08-09-2025,chhattisgarh,balrampur-ramanujganj,497220,9,20
08-09-2025,chhattisgarh,balrampur-ramanujganj,497225,15,67
08-09-2025,chhattisgarh,dakshin bastar dantewada,494441,11,27
08-09-2025,chhattisgarh,uttar bastar kanker,494635,4,7
08-09-2025,chhattisgarh,uttar bastar kanker,494669,8,15
08-09-2025,delhi,east,110092,61,72
08-09-2025,delhi,east,110095,36,56
08-09-2025,delhi,north,110007,32,31
08-09-2025,delhi,south,110062,128,136
08-09-2025,delhi,south,110068,10,5
08-09-2025,delhi,west,110026,6,4
08-09-2025,delhi,west,110027,20,27
08-09-2025,delhi,west,110064,0,2
